content,cleaned_text,score,sentiment
"Tolong lah kasih tim yg ngotak mmk, niat mau seneng malah makin males main.",tolong kasih tim ngotak mmk niat neng males main,2,negative
"Montoon sekarang terlalu berat apk ny terlalu banyak updet ini itu sehingga menyebabkan laq untuk pengguna ram kecil ram 4GB aj laq, mohon di kondisikan lgi apk mlbb agar peminat ny lebih nyaman untk bermain di mlbb",montoon berat apk updet sebab laq guna ram ram laq mohon kondisi lgi apk mlbb minat nyaman untk main mlbb,2,negative
"game parah yg ga mau terima masukan dari pemain,yg mentingin duit dari pada kualitas game,saya memcoba membantu melaporkan terjadinya bug,tapi malah di persulit,padahal kn yg untung rugi moonton sendiri,di suruh buat video/rekam layar saat bug terjadi,itu kn susah karena bug terjadi ga terduga,kadang ada kadang engga,saatnya udh d buatin video,di suruh buat chanel youtube,d suruh upload videonya,kenapa ga di permudah dengan bisa kirim video di sesi chat di dalam game.",game parah terima masuk pemainyg mentingin duit kualitas gamesaya memcoba bantu lapor bugtapi persulitpadahal untung rugi moonton sendiridi suruh videorekam layar bug terjadiitu susah bug terdugakadang kadang enggasaatnya udh buatin videodi suruh chanel youtubed suruh upload videonyakenapa mudah kirim video sesi chat game,2,negative
"Kok aplikasinya udah deket banget dah mau ke instal lah terus ada tulisan katanya instal lgi aduh buang""kouta aja 😭😭",aplikasi udah deket banget dah instal tulis instal lgi aduh buangkouta aja,2,negative
Mohon developer mana yg namanya game yg seimbang nemu tim gak sesuai mulu gak adil komposisi rank musuh dan tim sendiri,mohon developer nama game imbang nemu tim gak sesuai mulu gak adil komposisi rank musuh tim,2,negative
Asal aku main dapat tim gak guna selalu aja dapat tim gak guna dahlah timnya Beban,main tim gak aja tim gak dah tim beban,2,negative
Kok login terus,login,3,neutral
Ml kalo gak kasih tim bener dong,kalo gak kasih tim bener,2,negative
Heh monton klo kasih tim yg bgus ngapa su kasih boot Mulu Luh montoon asu,heh monton klo kasih tim bgus ngapa kasih boot mulu luh montoon asu,2,negative
semakin lama semakin gk jelas ...prize poolll selalu dikasih tim gk ngotak gendong² berhadiah ...,prize poolll kasih tim ngotak gendong hadiah,2,negative
Kenapa ml makin ngebuf moonton? Kan gua maen udah macmaking game udah pertandingan ditemukan tapi masih belum masuk juga moonton.benerin lah bug yg satu ini soalnya bagi gua ini sangat amat menjelekkan apalagi udah berkali kali kaya gini,ngebuf moonton gua maen udah macmaking game udah tanding temu masuk moontonbenerin bug gua jelek udah kali kali kaya gin,4,positive
Monton kumohon naikin reng legen sekali aja,monton mohon naikin reng legen aja,2,negative
Darksistem real bruh💀,darksistem real bruh,4,positive
Saya ga suka kalo waktu main selaku ada iklan jadi ke restart game nya gitu gitu mulu dari tadiiiii,suka kalo main iklan restart game nya gitu gitu mulu tadiiiii,4,positive
"Kenapa habis update suka ngepris gk jelas, kadang suka nge lag padahal sinyal bagus, ini pihak developer mohon di perbaiki fitur MLBB 😡😡😡😡😡😡😡",habis update suka ngepris kadang suka nge lag sinyal bagus developer mohon baik fitur mlbb,2,negative
Ni game kenapa yak pas di update udh makin berat keknya g kayak dulu lagi padahal jaringan gw bagus hp support tapi kenapa bisa bisa nya ngelek pas ketemu musuh bejir lh,game yak pas update udh berat kek kayak jaring bagus support nya ngelek pas ketemu musuh bejir,2,negative
"Dalam early game sekarang mobile legens dapat di mainkan dengan lancar di hp ketang.... keren sih menurut saya... tapi masih ada bug yaitu ""dalam mode offline kita tidak dapat memasukinya"" kita tidak dapat memasuki mode offline... padahal data yg di perlukan sudah di download... mohon di perbaiki",early game mobile legens main lancar ketang keren sih bug mode offline masuk pasuk mode offline data perlu download mohon baik,2,negative
Suka sih,suka sih,4,positive
Maaf ku kasih bintang 4 karena saat main suka frame sendiri mohon ya di ringanin lagi kalau untuk masalah grapik sama gamenya bagus banget tolongya moonton,maaf kasih bintang main suka frame mohon ringanin grapik gamenya bagus banget tolongya moonton,4,positive
Bagus..cuman harus di perbaiki jaringan nya,baguscuman baik jaring nya,4,positive
Ini fiturnya emang bagus2 cuma setiap kali ganti album atau upload album suka keluar loh mohon diperbaiki dan udah segitu aja buat saya Terima Kasih,fiturnya emang bagus kali ganti album upload album suka loh mohon baik udah segitu aja terima kasih,4,positive
Menurut ku ini game bagus tapi jaringan bagus tapi masih lag mohon di perbaiki moonton.moonton kenapa mode offline tidak aktif lagi,game bagus jaring bagus lag mohon baik moontonmoonton mode offline aktif,4,positive
Bagus,bagus,4,positive
game nya lumayan bagus tapi ada sedikit bug yang menggangu jadi tolong di perbaiki ya⛄,game nya lumayan bagus bug menggangu tolong baik,4,positive
Knpa setiap saya main solo selalu dikasih tim gk ngerti main di tim saya padahal saya udah memngajukan feedback di apk nya langsung tapj masih gk di respon terimakasih,knpa main solo kasih tim ngerti main tim udah memngajukan feedback apk nya langsung tapj respon terimakasih,3,neutral
Player ny aga toxic ya bund😁,player aga toxic bund,3,neutral
Aku suka gamenya tapi pas lagi nyerang musuh jalan sendiri kadang lag terus suka eror tolong perbaiki 🙏🙏,suka gamenya pas nyerang musuh jalan kadang lag suka eror tolong baik,4,positive
Hilangkan suntuk dan capek krja,hilang suntuk capek krja,4,positive
Pilih kasih dalam event event tertentu. Ngga bisa pake vpn.,pilih kasih event event ngga pake vpn,4,positive
Moonton plis buat mobile legends versi lita pliss😭,moonton plis mobile legends versi lita pliss,2,negative
Kadang ketemu tim jago kadang gk,kadang ketemu tim jago kadang,4,positive
"Gamenya bagus banget tapi banyak yang ngomong kasar tapi tidak di hukum oleh sistem ,tolong di perbaiki terima kasih",gamenya bagus banget ngomong kasar hukum sistem tolong baik terima kasih,4,positive
"Ini sih permainan yang bagus tapi saat perang kadang muncul tulisan, dan kadang kalo ngeleg di reload loading nya lama tolong diperbaiki.🙏🙏",sih main bagus perang kadang muncul tulis kadang kalo ngeleg reload loading nya tolong baik,3,neutral
Game yg ga ada bosannya top😃😃,game bosan top,3,neutral
Kurang mantap karna offline nya sudah di hilangkan Kalau jaringan susah gk bisa di mainkan lagi,mantap karna offline nya hilang jaring susah main,3,neutral
frifayer mabar njir,frifayer mabar njir,3,neutral
"Kenapa update terbaru kaya gini,kalo setiap mau main pasti harus download data lagi",update baru kaya ginikalo main download data,3,neutral
"mohon maaf sebesar-besarnya sesudah update ml terasa makin berat, saya main menggunakan jaringan yang lancar, tetapi ping selalu merah dan jumping. Mohon di perbaiki dan di tanggapi🙏🙏",mohon maaf sebesarbesarnya update berat main jaring lancar ping merah jumping mohon baik tanggap,4,positive
"Jika bisa tolong buat di mode arcade bernostalgia dengan map lama,hero skil lama awalan s1 pasti pada kangen masa""itu makasih",tolong mode arcade nostalgia map lamahero skil awal kangen masaitu makasih,4,positive
"Ya elah monton sy minta tolongggg sekali sy main dari abis magrib sampe jam 1 an lose treak mulu gak menang "" Cuma menang 1x itu geh sy yg gendong tolong lah ngasih tim yg seimbang monton sy jadi keganggu klo gini tim nya bot"" Lawannya udah kayak lawan mpl semoga bisa dpt tim yg bagus",elah monton tolongggg main abis magrib sampe jam lose treak mulu gak menang menang geh gendong tolong ngasih tim imbang monton ganggu klo gin tim nya bot lawan udah kayak lawan mpl moga dpt tim bagus,2,negative
Hey monton kalo ngasih tim yang benr lah masa ketemu tim selalu g bisa main giliran musuh jagonbener,hey monton kalo ngasih tim benr ketemu tim main gilir musuh jagonbener,2,negative
Ukurannya agak di kecilin kasian yang hpnya kentang,ukur kecilin kasi hpnya kentang,4,positive
Min knp gw gabisa main mode offline,min knp gabisa main mode offline,2,negative
Maaf baru 4 soalnya jaringan suka lag padahal bisa aja,maaf jaring suka lag aja,4,positive
Agak aneh matching nya,aneh matching nya,4,positive
"Halo moonton ku sayang, kenapa player sekarang jago jago moonton, tolong dong matchmaking nya aga di seimbangin jangan di pertemukan dengan tim yg jago and toxic, aku mah masih pemula . Bagaimana aku na jadi proplayer kalo musuh ku di tim sendiri moonton",halo moonton sayang player jago jago moonton tolong matchmaking nya aga seimbangin temu tim jago and toxic mah mula proplayer kalo musuh tim moonton,2,negative
Cukup menarik,tarik,4,positive
Game ruksak ngasih team peder mulu,game ruksak ngasih team peder mulu,4,positive
"Maksudnya apasih moonton,pake grafik ultra pas nurunin make grafik tinggi disuruh ngunduh data dikit dikit ngunduh game rusak",maksud apasih moontonpake grafik ultra pas nurunin make grafik suruh ngunduh data dikit dikit ngunduh game rusak,2,negative
Moonton tolong dong kenapa di saya mobile legend jadi gak bisa main ofline kalau dulu bisa tapi kenapa sekarang gak bisa kalau udh di perbaiki nanti di kasih bintang 5 kok😍,moonton tolong mobile legend gak main ofline gak udh baik kasih bintang,2,negative
Kenapa game nya pas saya buka tidak bisa,game nya pas buka,4,positive
"Moontod kenapa kau hilangkan mode OFFLEn mooNTOD,IAM tidak suka moontod,paketan habis gua gabut moontod",moontod kau hilang mode offlen moontodiam suka moontodpaketan habis gua gabut moontod,2,negative
admin sok asik,admin sok asik,2,negative
Ckp baik,ckp,3,neutral
montoon tolong kembalikan mode offline,montoon tolong kembali mode offline,3,neutral
"gw kasih bintang dulu ya moonton nanti kalo gw gory gw kasih 5 ,soalnya kena muku dartsistem.",kasih bintang moonton kalo gory kasih kena mu dartsistem,4,positive
Tolong diperbaiki drak sistem nya,tolong baik drak sistem nya,4,positive
"Kenapa 120hz gk mndukung 120fps pdhll ram 8,,tolong di perbaiki lgi ya moonton biar gda bugg nyh tolong bukain Ulta nyhhh makasihhh",mndukung fps pdhll ram tolong baik lgi moonton biar gda bugg nyh tolong bukain ulta nyhhh makasihhh,4,positive
Sering lag,lag,4,positive
lumayan,lumayan,4,positive
Pls lah nge revamp lolita tapi skin Halloween masih yg old efeknya masih lawas modelnya kaku Minimal di revamp juga dong,pls nge revamp lolita skin halloween old efek lawas model kaku minimal revamp,2,negative
Sebenarnya gamenya udah bagus cuman hukuman kredit sokrnya yg sangat banyak padahal jaringan saya tidak bisa digunakan atau lag tapi malah dihukum sampai kredit skor saya dikurangi 7 tolong hukumannya diringankan kalo sudah membaik Terima kasih,gamenya udah bagus cuman hukum kredit sokrnya jaring lag hukum kredit skor rang tolong hukum ringan kalo baik terima kasih,4,positive
Moonton kalo kasih tim yg benar lah. Tim gk jelas semua,moonton kalo kasih tim tim,2,negative
Klo memakai wifi saja sering masih lag.. Haruskah memakai data & wifi... Terima kasih... Dari segi game masih bagus dan tidak p2w... Mohon di perbaiki untuk jaringan... Terima kasih..,klo pakai wifi lag harus pakai data wifi terima kasih segi game bagus mohon baik jaring terima kasih,3,neutral
Wat bagus banget aku suka banget,wat bagus banget suka banget,4,positive
"Tolong lah ngasi musuhnya yg seimbang, mana akhir2 ini sinyal nya pas di loby ping 30 tapi pas di dalam pertandingan selalu ping di atas 200 itu knpa ya mohon di perbaiki.",tolong ngasi musuh imbang sinyal nya pas loby ping pas tanding ping knpa mohon baik,2,negative
To developer. Pengaturan cahaya tidak berfungsi kalau masuk game. Disiang hari gelapnya layar luar biasa,developer atur cahaya fungsi masuk game siang gelap layar,2,negative
Cma klo bisa ya moonton guakn solo rank klo bisa kasikn tmn solo rank yg kuat sdikit lg,cma klo moonton guakn solo rank klo kasikn tmn solo rank kuat sdikit,4,positive
Tolong aku main 3 jam gak dapet temen yang bisa main seperti saber roam mm roaming,tolong main jam gak dapet temen main saber roam roaming,3,neutral
"Aihhh suka kesal sama moonton kalau nanti main duo bisa pula jumpa lawan trio, yah kan gak seimbang dari segi kemistri, aihhh tolong lah moonton, kalau main solo, solo lah jumpa, kalau duo, duo lah, kalau trio ya trio, jangan disama ratakan kesal banget",aihhh suka kesal moonton main duo jumpa lawan trio yah gak imbang segi mistri aihhh tolong moonton main solo solo jumpa duo duo trio trio sama rata kesal banget,3,neutral
Bos kenapa dikit dikit kenak kridit skor.. Kami main bukan gratis..ini pakai data emang paketan dapat dari kmu kalau dapat dari kmu wajar kmu kridit skor ini kami beli bang bukan mintak faham..klw kau takut rugi..hapus aplikasinya faham hapus aja aplikasimu..oon kau,bos dikit dikit nak kridit skor main gratisini pakai data emang paket kmu kmu wajar kmu kridit skor beli bang mintak fahamklw kau takut rugihapus aplikasi faham hapus aja aplikasimuoon kau,3,neutral
Woi monton kenapa klo gue mau top up Harga nya ga sama yg ad di game Saran gue nulis harga nya yg sama biar ga kaget,woi monton klo gue top harga nya game saran gue nulis harga nya biar kaget,2,negative
Kalah menang kalah menang terus,kalah menang kalah menang,3,neutral
Bagus,bagus,4,positive
Mohon maaf devlover sudah beberapa bulan terjadi masalah dalam pempelian atau top up tidak ada metode pembayaran. Sekian terima kasih:),mohon maaf devlover pempelian top metode bayar sekian terima kasih,3,neutral
Game gajelas sistem apaan ml ketemu team kaga jelas mulu kek komputer kasih la yang adil sesuai akun nya jangan asal kasih team,game gajelas sistem ketemu team kaga mulu kek komputer kasih adil sesuai akun nya kasih team,2,negative
"Ini kok malah g bisa dibuka,  kalau dibuka malah item di restar tetep aja g bisa game aneh dan kenapa g bisa disambung ke playgame sama facebook kesalahan kesalahan terus?  Niat bikin game g sih?",buka buka item restar tetep aja game aneh sambung playgame facebook salah salah niat bikin game sih,3,neutral
Game ampas .,game ampas,2,negative
Gem nya baguss cuman ngasih tim nya yang ga ngotak kee anjing,gem nya baguss cuman ngasih tim nya ngotak kee anjing,3,neutral
kasih aku winstreak!!!!,kasih winstreak,2,negative
Bagus cocok untuk main,bagus cocok main,3,neutral
Gem setres,gem tres,4,positive
Game kntl,game kntl,3,neutral
"SETIAP BUKA GAME ADA AJAH YG DI DOWNLOAD, T*II",buka game ajah download tii,2,negative
"gamenya si bagus, tapi timnya beban semua sedangkan lawannya pro semua, tolong lah moonton timnya di seimbangi",gamenya bagus tim beban lawan pro tolong moonton tim imbang,4,positive
Montoon kalah terus main rang,montoon kalah main rang,2,negative
Enak tapi ngk dapat DM Mulu dah download 4 hp mudah mudah ini DM gratis buat beli skin epik ml juga kadang kadang lag Mulu saya makanya 4 bintang aj,enak ngk mulu dah download mudah mudah gratis beli skin epik kadang kadang lag mulu bintang,4,positive
Tolong monton di sessuai kan sma tim jika bermain saya sudh lostreak berkali kali,tolong monton sessuai sma tim main sudh lostreak kali kali,2,negative
Kenapa lag terus ya padahal sinyal bagus,lag sinyal bagus,2,negative
"Anjir gua lose streak mulu asw,, main solo dapet tim bocah, lah pas mabar ful squad kek lawan evos anjirrr, lama2 lose streak smpe ke Elite jga ni gua",anjir gua lose streak mulu asw main solo dapet tim bocah pas mabar ful squad kek lawan evos anjirrr lose streak smpe elite jga gua,2,negative
Semuanya sudah oke tetapi tolong untuk pertandingan yang seimbang mau itu solo atau party tapi usahakan dgn rank yang sama dan tolong kembalikan mode offline,oke tolong tanding imbang solo party usaha dgn rank tolong kembali mode offline,2,negative
"Game nya sih bagus tapi selain bagus, juga ada buf nya waktu saya main jaringan saya mulai tidak stabil setelah itu buf nya itu jaln diri sendiri tanpa dikendalikan disaat itu saya sudah mengatakan jaringan",game nya sih bagus bagus buf nya main jaring stabil buf nya jaln kendali saat jaring,3,neutral
"Ngasih tim yang bner dikit lah ketemu dark system mulu, CAPEEEE CAPEEEEE",ngasih tim bner dikit ketemu dark system mulu capeeee capeeeee,2,negative
Ini knp dah habis update malah gabisa login,knp dah habis update gabisa login,4,positive
"kalau ngasih lawan tu yang seimbang lah,ini ngak seimbang,udah lose strak 15X.MVP kalah apa gunanya min,tolong di perbaiki!!!",ngasih lawan imbang lahini ngak seimbangudah lose strak xmvp kalah guna mintolong baik,2,negative
Saya menyukai gem ini karena bagus siyal pun sudah tidak jelek,suka gem bagus siyal jelek,4,positive
Moonton Kenapa mobile Legends Tambah Parah Mobile Legends Dari 2018 Bukan Kayak gini Mau Push Rank Musuh Yang ya Jago Jago Tolong Moonton Bisa Kasih Musuh Yang Tidak Jago Capek Push Rank Moonton Tolong Perbaikan Mobile Legends Ya Pak Moonton Bercanda.....,moonton mobile legends parah mobile legends kayak gin push rank musuh jago jago tolong moonton kasih musuh jago capek push rank moonton tolong baik mobile legends moonton canda,2,negative
Mening,ning,4,positive
Game nya udh aneh kena drak system trus,game nya udh aneh kena drak system trus,4,positive
haiyaaa ini saya sudah beli hp baru yg ram nya besar kenapa ml nya tidak mau mendownload semua data nyaa? sudah ceklis semua tapi mengapa skin nya masih tidak terlihat di map ataupun di draft pick ihhhh benerin gaa?!!!,haiyaaa beli ram nya nya mendownload data nyaa ceklis skin nya map draft pick ihhhh benerin gaa,3,neutral
Kasih tim yg bener babi,kasih tim bener babi,3,neutral
Brunonya di nerd napa kok aku lose mulu dibeneri punya teman tolol semua dasar game gak ada tahu diri,brunonya nerd napa lose mulu dibeneri teman tolol dasar game gak,2,negative
"Dari segi game nya sih bagus, Hero sama skin nya bagus"", aku tau sih semakin tinggi rank nya semakin susah musuhnya, tapi jangan berlebihan,, dapet team yang BODOH terus dapet musuh yang jago, kan gwhj cape ngegendong 4 orang,,, yaa gitu aja sih☺️",segi game nya sih bagus hero skin nya bagus tau sih rank nya susah musuh dapet team bodoh dapet musuh jago gwhj cape ngegendong orang yaa gitu aja sih,3,neutral
Bagus si bagus cuma kalo erly game ngelek banget sumpah,bagus bagus kalo erly game ngelek banget sumpah,4,positive
bagus,bagus,4,positive
Berikan saya win moonton,win moonton,2,negative
"tolong perbaiki bug, masa tidak bisa beli sepatu retri, padahal spell retri sering terjadi sma hero ling dan baxia",tolong baik bug beli sepatu retri spell retri sma hero ling baxia,3,neutral
Kenapa saya kasih 4 bintang karena aku maunya pakai Miya terus tapi kadang orang lain pakai bagaimana ini cara nya untuk pakai Miya terus tolong kasih tau cara nya,kasih bintang mau pakai miya kadang orang pakai nya pakai miya tolong kasih tau nya,4,positive
Kebanyakan update,banyak update,2,negative
Tolong perbaiki dark sistem masa mytik ketemu legen,tolong baik dark sistem mytik ketemu legen,4,positive
60%playr GG 85%player 00n KLO solo rank,playr player klo solo rank,4,positive
moonton bisa ga game nya offline tpi bisa mabar soalnya pasti ngelag terus sama ngefreeze semenjak updatenya mohon diringankan agar ga ngelag dan ngefreeze,moonton game nya offline tpi mabar ngelag ngefreeze semenjak updatenya mohon ringan ngelag ngefreeze,4,positive
Seimbangin lah buat matcmaking buat yg solo jangan berat sebelah,seimbangin matcmaking solo berat belah,2,negative
Suka bgt sihhh cm ga suka aj klo ad pelanggaran cm krna kita tekeluar dri game itu itu pun aku tekeluar karna jaringannya buriq ehh lgsung ga bisa login slama bbrapa mnit,suka bgt sihhh suka klo langgar krna tekeluar dri game tekeluar karna jaring buriq ehh lgsung login slama bbrapa mnit,3,neutral
Game taik masa iya gua main gak ngelakuin afk kok kena afk..game aneh...untuk developer nya tolong perbaiki yang 1 kalau orang gak lakuin afk jangan di ban lah trus perhatikan mana yang tidak afk fan mana yang afk..dah cuman itu sih..game ptk,game taik iya gua main gak ngelakuin afk kena afkgame anehuntuk developer nya tolong baik orang gak lakuin afk ban trus perhati afk fan afkdah cuman sihgame ptk,2,negative
Game bukan buat kesenangan tp malah bikin darah tinggi Tapi gpp seru juga soalnya,game senang bikin darah gpp seru,4,positive
Good game,good game,3,neutral
Colabs sama Naruto om,colabs naruto,4,positive
Buang2 waktu doank,buang doank,2,negative
gem baby gue kalh 10x jing,gem baby gue kalh jing,2,negative
bolela,bolela,2,negative
gamenya sih oke dah bagus tapi pas lagi main clasik pasti kok ketemu lawan gak seimbang banget ya,gamenya sih oke dah bagus pas main clasik ketemu lawan gak imbang banget,4,positive
Moonton tolonglah kalo bisa jangan di update trus capek gua HP gua juga dah kecepatan panas baru HP gua mati nah kalo mati pas lagi main gimana kredit skor gua kurang byk bgt bisa nyampe 10 atau 6 itu pun yg bisa gua pulihin cuma 3 sehari tolonglah kalo bisa update buat skin atau apa tolong bikin event tanya untuk para player afk knp dia afk capek moonton naikin kredit skornya,moonton tolong kalo update trus capek gua gua dah cepat panas gua mati kalo mati pas main gimana kredit skor gua byk bgt nyampe gua pulihin hari tolong kalo update skin tolong bikin event player afk knp afk capek moonton naikin kredit skor,2,negative
Gem bagus,gem bagus,4,positive
Lumayan seru sih,lumayan seru sih,3,neutral
Lumyan,lumyan,4,positive
"Kenapa setiap ganti foto selalu moonton lagi,why?",ganti foto moonton lagiwhy,3,neutral
haruskah turun saeson terus...?,harus turun saeson,3,neutral
Tolong diperbaiki lg🙏,tolong baik,4,positive
Bagus si game nya,bagus game nya,4,positive
Gem ini si bagus tapi aku lostrek terus moton harus di perbaiki moton aku mau winstrek juga ketemu tim tolol moton,gem bagus lostrek moton baik moton winstrek ketemu tim tolol moton,5,positive
Bagus aj s .,bagus,5,positive
mantap,mantap,5,positive
hei papi moonton 🙊,hei papi moonton,5,positive
Luwar biyasa,luwar biyasa,5,positive
Serusekali,serusekali,5,positive
Seru juga main nya,seru main nya,5,positive
Game semakin berat semakin panas di hp males main ml lagi,game berat panas males main,5,positive
"Aku kasih bintang lima, tapi tolong perbaiki masih banyak kekurangannya",kasih bintang tolong baik kurang,5,positive
"Tingkatkan lagi mobile legends nya, agar bisa dapat rating 5 lebih banyak lagi;)",tingkat mobile legends nya rating,5,positive
permainannya seru tapi suka keliar sendiri mohon di perbaiki,main seru suka keliar mohon baik,4,positive
"Match timnya di perbaiki lagi, masa tim gw dapat yg cupu2 mulu, musuh malah yg draftpicknya terkonsep, kesian lah gw yg main solo",match tim baik tim cupu mulu musuh draftpicknya konsep kesi main solo,1,negative
Kenapa abis hp ku mati kok gak bisa main lagi ini kenapa kecewa bey gw,abis mati gak main kecewa bey,1,negative
"Tolonglah monton kurangin gw ketemu sama Jabar rata""dark sistem dari Jabar lelah sekali saya ketemu jabar",tolong monton rangin ketemu jabar ratadark sistem jabar lelah ketemu jabar,5,positive
Tolong di perbaiki lagi untuk bisa pause download data nya dulu bisa di pause sekarang malah ga bisa di pause kalo bisa di pause kan jadi kuota kita gak habis,tolong baik pause download data nya pause pause kalo pause kuota gak habis,4,positive
"moontonnnn gimanaaa laaaa,bisa ga si yg suka ngehack akun orang tu di tuntut sajaa😔🙏🏻akun ku ilang dihack orangg,duit ilang smw gabisa main emel lgi muntunnnnnn💔💔💔💔💔😞😞tolong bangett buat bisa balikin akun sayaa moontonnnn,cape bgt moontonn dari awal smpe skrng malah sia' aja,pas mau update malah disuruh buat akun baru!? ternyata akun ku dihack orangg,pls bgt moonton 😔😔mohon kerja samanya😃😃😃biar saya bisa main ml lgi,karna friend di ml saya uda di unfriend smua,lovers uda lvl 3",moontonnnn gimanaaa laaaabisa suka ngehack akun orang tuntut sajaaakun ilang dihack oranggduit ilang smw gabisa main emel lgi muntunnnnnntolong bangett balikin akun sayaa moontonnnncape bgt moontonn smpe skrng sia ajapas update suruh akun akun dihack oranggpls bgt moonton mohon kerja samanyabiar main lgikarna friend uda unfriend smualovers uda lvl,3,neutral
"Setelah update makin bagus?malahan semakin rusak ini game,udh pake wifi masih tetap lag. Matchmaking gk seimbang.Mau lu gimana mmontod",update bagusmalahan rusak gameudh pake wifi lag matchmaking seimbangmau gimana mmontod,1,negative
Bagus,bagus,5,positive
Hoki in akun gua dong bang Montonnn!!,hoki akun gua bang montonnn,4,positive
Jadikan ml nomer 1 👍👍👍👍👍👍👍💪💪💪🤲,jadi nomer,5,positive
Game nya jelek dan selalu kasih saya tim yang bot dan musuh nya jago ini gimana moonton 🌜🌜🌜🌜🌜🌜🌜🌜🌜🌜🌜🌜,game nya jelek kasih tim bot musuh nya jago gimana moonton,1,negative
Bagus banget gak ada yang lawan ni game 😀😀😀😀😀😀😀🤩🤩,bagus banget gak lawan game,5,positive
Suka,suka,5,positive
Jangan dowlod game ini saudara saya meninggal gara gara game ini saya setu ju agar game ini di hapus saat saya main game ini juga saya entah kenapa tertekan banget dan saya lang sung kembali dari game tersebut kalo dulu saudara saya gak di izinkan main ml dia membronyak bahkan montor ia jatuhin plestor tolong hapus game ini😭😭😭😭,dowlod game saudara tinggal gara gara game setu game hapus main game tekan banget lang sung game kalo saudara gak izin main membronyak montor jatuhin plestor tolong hapus game,1,negative
Downloadan gue hilang semua bangst,downloadan gue hilang bangst,5,positive
Mantap,mantap,5,positive
ngeleg dancok,ngeleg dancok,1,negative
Johan mengatakan,johan,5,positive
"Game nya seru tapi jaringan kadang"" ngeleg Mulu padahal WiFi masih bagus dan juga ngasih tim di rank yang pro dong",game nya seru jaring kadang ngeleg mulu wifi bagus ngasih tim rank pro,3,neutral
puas,puas,5,positive
Gamee rusak. Kalau main solo dapet tim ampas,gamee rusak main solo dapet tim ampas,1,negative
Kerenn,kerenn,5,positive
Gamenya bagus tdk hanya anak muda yg suka memainkan orang dewasapun pd suka untuk hiburan,gamenya bagus tdk anak muda suka main orang dewasa suka hibur,5,positive
Dapat tim nob muluuuuuu 😡,tim nob muluuuuuu,1,negative
"Gamenya seru,tapi banyak bug di saya contohnya nembus di dalam tembok",gamenya serutapi bug contoh nembus tembok,5,positive
GG moonton,moonton,5,positive
Pada buta map lah,buta map,1,negative
Game jelek banget bikin error hp,game jelek banget bikin error,1,negative
pekzzz tukang bakso,pekzzz tukang bakso,4,positive
Game kontol,game kontol,1,negative
Sudah bagus semua cuma 1 saja kok gak bisa main offline plis moonton kasih kaya dulu bisa main offline itu saja,bagus gak main offline plis moonton kasih kaya main offline,3,neutral
Game nya sangat bagus player nya sangat pro,game nya bagus player nya pro,1,negative
Game nya bagus Tapi Boong,game nya bagus boong,5,positive
Saya sngt suka tpi jrngn ngggk suka,sngt suka tpi jrngn ngggk suka,5,positive
"Game ini udah bagus, tapi bagusan kasih saya skin alpha ᅠᅠᅠᅠᅠᅠ █▄▀ █▀█ █▀ ▄▀█ █▄▀ █░█ █▄█ █▄ █▀█ █░█",game udah bagus bagus kasih skin alpha,2,negative
Aneh game nya masa jaringan gua merah dibilang ijo perbaikan la,aneh game nya jaring gua merah bilang ijo baik,1,negative
Game kontol,game kontol,1,negative
Karena permaiana ini sangat seru untuk dimainan kan apa lagi pas sedang gada pekerjaan,permaiana seru main pas gada kerja,5,positive
TURUNKAN HARGA DIAMOND MLBB !!!!,turun harga diamond mlbb,1,negative
Bagus ngalahin ff max,bagus ngalahin max,5,positive
Tidak memuaskan terlalu kuat ngelag.. 👎🏼 Semoga bisa di perbaiki,muas kuat ngelag moga baik,5,positive
Game ini jelek,game jelek,1,negative
Saya kurang suka karna rumit,suka karna rumit,3,neutral
Woy game ml game lu ya yang kasih bintang 5 sama bintang 1 itu hampir sama. Masa kalah sama game fre fri. Game lu dah bagus tapi knp si lu kasih musuh yang jago sedang kan tim kita lolo kaya lu Game gak adil bgt masih mending ada yang mainin mllbb Ku do'ain game ini makin rusakk😡😡,woy game game kasih bintang bintang kalah game fre fri game dah bagus knp kasih musuh jago tim lolo kaya game gak adil bgt mending mainin mllbb doain game rusakk,1,negative
Customer service in game tidak bisa dihubungi,customer service game hubung,3,neutral
Enak dimainkan kadang² sih juga bisa emosi,enak main kadang sih emosi,5,positive
games Bagus,games bagus,5,positive
ML burik jaringan mL buta,burik jaring buta,1,negative
"Saran saya klo di rank pemain mvp naik bintang 2🌟, yg dpt coklat ayo terburuk kurang bintang 2 🌟",saran klo rank main mvp bintang dpt coklat ayo buruk bintang,5,positive
Seru sih tapi lama loding nya,seru sih loding nya,5,positive
Karena cinta ml,cinta,5,positive
BUFF LING LAH MOONTOD!,buff ling moontod,4,positive
"makin parah aja setelah diupdate,makin berat,ngasih lawan n teman asal aja gak bener.masak dalam seminggu maen bintang makin turun,lu bikin sistem gimana sekarang emangnya bro?hadeeeh...gue kasih bintang 1 dulu sampek bener² diperbaiki baru gue naikin bintangnya",parah aja diupdatemakin beratngasih lawan teman aja gak benermasak minggu maen bintang turunlu bikin sistem gimana emang brohadeeehgue kasih bintang sampek bener baik gue naikin bintang,1,negative
mantap kok,mantap,5,positive
